Transaction_date,Product,Price,Payment_Type,Name,City,Country,Account_Created,Last_Login,Longitude,Latitude,US Zip,Price Squared
01/26/2009 04:30,   Product1,   1200,   Visa,   Jodie,   Great Falls,   United States,   1/26/2009 00:00,   1/26/2009 07:48,   -77.28861,   38.99806,   22066, 1440000
01/07/2009 17:51,   Product1,   1200,   Visa,   Marie,   Dickerson,   United States,   1/13/06 9:38,   1/26/2009 11:35,   -77.42444,   39.22,   20842, 1440000
01/18/2009 20:16,   Product1,   1200,   Mastercard,   Lisa,   Princeton,   United States,   1/18/2009 19:47,   1/26/2009 13:07,   -74.65944,   40.34861,   08542, 1440000
01/24/2009 18:43,   Product1,   1200,   Visa,   Katrine,   North Tustin,   United States,   1/11/2009 13:33,   1/26/2009 21:29,   -117.79306,   33.76444,   92705, 1440000
01/26/2009 06:25,   Product1,   1200,   Visa,   prof,   Gladwyne,   United States,   1/19/2009 06:38,   1/27/2009 03:58,   -75.27944,   40.04056,   19035, 1440000
01/21/2009 16:57,   Product1,   1200,   Mastercard,   KeithMichelle,   Houston,   United States,   1/21/2009 16:37,   1/27/2009 04:43,   -95.36306,   29.76306,   77002, 1440000
01/20/2009 07:08,   Product2,   3600,   Visa,   Miye,   Downingtown,   United States,   1/19/2009 08:06,   1/27/2009 06:38,   -75.70361,   40.00639,   19335, 12960000
01/27/2009 02:26,   Product1,   1200,   Diners,   Heidi,   MT Pleasant,   United States,   1/27/2009 02:16,   1/27/2009 06:41,   -94.96806,   33.15667,   75455, 1440000
01/13/2009 08:11,   Product2,   3600,   Visa,   Daniele,   Katy,   United States,   5/27/08 11:01,   1/27/2009 07:49,   -95.82417,   29.78556,   77494, 12960000
01/08/2009 18:52,   Product1,   1200,   Visa,   Nadine,   Belgrade,   United States,   1/7/2009 15:30,   1/27/2009 09:40,   -111.17611,   45.77611,   59714, 1440000
01/27/2009 15:28,   Product1,   1200,   Visa,   Katherine,   Corrales,   United States,   1/17/2009 17:52,   1/27/2009 15:17,   -106.60611,   35.23778,   87048, 1440000
01/08/2009 18:41,   Product1,   1200,   Diners,   Veronique,   Tenafly,   United States,   12/9/07 17:59,   1/27/2009 18:12,   -73.96333,   40.92528,   07670, 1440000
01/04/2009 18:34,   Product1,   1200,   Visa,   Erica,   Leesburg,   United States,   1/4/2009 16:53,   1/27/2009 18:37,   -77.56389,   39.11556,   20176, 1440000
01/28/2009 00:40,   Product1,   1200,   Mastercard,   Natalie,   Bryceville,   United States,   1/27/2009 22:04,   1/28/2009 00:01,   -81.93889,   30.38444,   32009, 1440000
01/28/2009 07:31,   Product1,   1200,   Visa,   cari,   Dryden,   United States,   1/28/2009 07:22,   1/28/2009 07:34,   -82.94167,   36.7775,   24243, 1440000
01/28/2009 07:49,   Product1,   1200,   Visa,   Ina,   Fayetteville,   United States,   1/28/2009 07:45,   1/28/2009 07:47,   -78.87861,   35.0525,   28301, 1440000
01/06/2009 11:17,   Product2,   3600,   Visa,   Trina,   Overland,   United States,   2/21/08 8:53,   1/28/2009 09:23,   -94.67056,   38.98222,   66204, 12960000
01/09/2009 10:35,   Product2,   3600,   Visa,   Jenna and Paul,   Senatobia,   United States,   1/8/2009 14:02,   1/28/2009 11:08,   -89.96861,   34.6175,   38668, 12960000
01/02/2009 12:16,   Product1,   1200,   Mastercard,   Monique,   Waldorf,   United States,   12/11/08 6:16,   1/28/2009 12:07,   -76.93944,   38.62444,   20603, 1440000
01/28/2009 12:31,   Product1,   1200,   Diners,   lilia,   Brooklyn,   United States,   1/28/2009 12:21,   1/28/2009 12:30,   -73.95,   40.65,   11226, 1440000
01/14/2009 12:07,   Product1,   1200,   Mastercard,   Lainey,   Lakeville,   United States,   1/13/2009 22:28,   1/28/2009 12:37,   -93.2425,   44.64972,   55044, 1440000
01/07/2009 12:55,   Product1,   1200,   Amex,   Fiona,   Stamford,   United States,   1/5/2009 06:26,   1/28/2009 13:24,   -73.53917,   41.05333,   06901, 1440000
01/18/2009 08:56,   Product1,   1200,   Mastercard,   Stanford,   Howell,   United States,   1/30/08 13:16,   1/28/2009 14:37,   -83.92944,   42.60722,   48843, 1440000
01/04/2009 17:54,   Product1,   1200,   Amex,   ruth,   Encinitas,   United States,   1/1/2009 10:12,   1/28/2009 15:13,   -117.29111,   33.03694,   92024, 1440000
01/05/2009 13:46,   Product1,   1200,   Visa,   Courtney,   Atchison,   United States,   11/11/08 14:19,   1/28/2009 17:10,   -95.12139,   39.56306,   66002, 1440000
01/05/2009 10:49,   Product2,   3600,   Amex,   Courtney,   Mililani,   United States,   8/23/07 0:00,   1/28/2009 18:13,   -157.96083,   21.42556,   96782, 12960000
01/12/2009 18:24,   Product1,   1200,   Diners,   Anthony,   Victor,   United States,   12/18/08 7:14,   1/28/2009 18:19,   -77.40917,   42.9825,   14564, 1440000
01/18/2009 04:01,   Product1,   1200,   Visa,   Eleanor,   Fairbanks,   United States,   1/6/2009 00:18,   1/28/2009 23:56,   -147.71639,   64.83778,   99701, 1440000
01/28/2009 13:07,   Product1,   1200,   Amex,   BALA,   Accokeek,   United States,   11/29/07 5:56,   1/29/2009 04:40,   -77.02861,   38.6675,   20607, 1440000
01/29/2009 05:43,   Product1,   1200,   Visa,   Mrs,   Sunnyvale,   United States,   1/29/2009 05:18,   1/29/2009 05:18,   -122.03528,   37.36889,   94086, 1440000
01/29/2009 05:30,   Product1,   1200,   Diners,   Vanessa,   Ithaca,   United States,   1/29/2009 04:49,   1/29/2009 06:56,   -76.49694,   42.44056,   14850, 1440000
01/13/2009 18:08,   Product1,   1200,   Amex,   Amanda,   Houston,   United States,   1/13/2009 17:02,   1/29/2009 07:34,   -95.36306,   29.76306,   77002, 1440000
01/09/2009 15:24,   Product1,   1200,   Mastercard,   alex,   Farmingtn Hls,   United States,   1/9/2009 13:59,   1/29/2009 08:05,   -83.37639,   42.46444,   48336, 1440000
01/23/2009 15:33,   Product1,   1200,   Mastercard,   T,   Brooklyn,   United States,   1/23/2009 14:18,   1/29/2009 11:02,   -73.95,   40.65,   11226, 1440000
01/29/2009 12:28,   Product1,   1200,   Mastercard,   Alva and Martin,   Great Falls,   United States,   5/21/07 14:57,   1/29/2009 12:31,   -77.28861,   38.99806,   22066, 1440000
01/29/2009 10:09,   Product2,   3600,   Mastercard,   Jacqui,   Scottsdale,   United States,   1/29/2009 09:59,   1/29/2009 12:58,   -111.89833,   33.50917,   85251, 12960000
01/29/2009 15:08,   Product1,   1200,   Visa,   KERRY,   Sunnyvale,   United States,   1/29/2009 14:04,   1/29/2009 14:04,   -122.03528,   37.36889,   94086, 1440000
01/22/2009 22:16,   Product2,   3600,   Mastercard,   leanne,   Clyde Hill,   United States,   1/17/2009 23:28,   1/29/2009 16:51,   -122.19944,   47.61056,   98004, 12960000
01/11/2009 12:22,   Product1,   1200,   Visa,   Marina,   Minneapolis,   United States,   1/11/2009 07:18,   1/30/2009 02:10,   -93.26361,   44.98,   55401, 1440000
01/02/2009 09:31,   Product1,   1200,   Visa,   camilla,   Chicago,   United States,   1/2/2009 09:09,   1/30/2009 05:35,   -87.65,   41.85,   60608, 1440000
01/19/2009 10:32,   Product1,   1200,   Mastercard,   Maie,   Queen Creek,   United States,   1/6/2009 17:57,   1/30/2009 10:41,   -111.63361,   33.24861,   85142, 1440000
01/26/2009 12:05,   Product1,   1250,   Mastercard,   verena,   Queen Creek,   United States,   1/6/2009 17:57,   1/30/2009 10:41,   -111.63361,   33.24861,   85142, 1562500
01/07/2009 18:53,   Product1,   1200,   Visa,   Marie-Christine,   Durham,   United States,   12/29/08 9:59,   1/30/2009 10:46,   -78.89889,   35.99389,   27701, 1440000
01/26/2009 11:38,   Product1,   1200,   Mastercard,   Gabriella,   Austin,   United States,   1/26/2009 07:16,   1/30/2009 13:15,   -97.74278,   30.26694,   78701, 1440000
01/08/2009 13:19,   Product1,   1200,   Mastercard,   valerie et nicolas,   Glenn Dale,   United States,   1/8/2009 05:31,   1/30/2009 17:40,   -76.82083,   38.9875,   20706, 1440000
01/30/2009 20:36,   Product1,   1200,   Visa,   Renee,   Edinburg,   United States,   1/30/2009 20:05,   1/31/2009 04:47,   -98.16306,   26.30139,   78539, 1440000
01/31/2009 07:22,   Product1,   1200,   Visa,   Monica,   Weston,   United States,   2/29/08 17:34,   1/31/2009 06:43,   -73.38111,   41.20083,   06883, 1440000
01/31/2009 08:56,   Product1,   1200,   Mastercard,   Laura,   Coconut Grove,   United States,   1/31/2009 08:03,   1/31/2009 09:22,   -80.25722,   25.71222,   33133, 1440000
01/11/2009 14:07,   Product1,   1200,   Visa,   Sarah,   San Francisco,   United States,   1/11/2009 13:08,   1/31/2009 10:20,   -122.41833,   37.775,   94103, 1440000
01/31/2009 11:14,   Product2,   3600,   Mastercard,   Ulrika,   Scottsdale,   United States,   1/31/2009 11:10,   1/31/2009 11:10,   -111.89833,   33.50917,   85251, 12960000
01/02/2009 09:57,   Product1,   1200,   Amex,   leigh,   Potomac Falls,   United States,   2/20/05 17:20,   1/31/2009 11:24,   -77.40111,   39.05,   20165, 1440000
01/04/2009 13:20,   Product1,   1200,   Mastercard,   Nuria,   Superior,   United States,   1/4/2009 12:08,   1/31/2009 13:17,   -105.13139,   39.97778,   80027, 1440000
01/18/2009 06:09,   Product1,   1200,   Mastercard,   Ignacio,   Engleside,   United States,   5/21/07 18:56,   1/31/2009 15:33,   -77.04722,   38.80472,   22314, 1440000
01/24/2009 07:14,   Product1,   1200,   Mastercard,   nihan,   Roanoke,   United States,   3/2/08 7:35,   1/31/2009 19:18,   -80.03778,   37.20556,   24018, 1440000
01/24/2009 11:05,   Product1,   1200,   Visa,   alan,   Norcross,   United States,   7/30/07 15:16,   1/31/2009 19:31,   -84.21361,   33.94111,   30071, 1440000
01/06/2009 15:12,   Product1,   1200,   Amex,   lydia,   Sandy Plains,   United States,   9/23/06 8:42,   1/31/2009 20:48,   -84.36167,   34.02306,   30075, 1440000
01/03/2009 09:58,   Product1,   1200,   Visa,   Anja,   Gainesville,   United States,   10/19/08 8:27,   1/31/2009 22:19,   -77.61417,   38.79556,   20155, 1440000
01/12/2009 14:50,   Product1,   1200,   Visa,   Holly,   Arlington,   United States,   1/12/2009 09:54,   2/1/2009 07:36,   -71.15694,   42.41528,   02476, 1440000
01/07/2009 13:49,   Product1,   1200,   Diners,   megan,   West Hills,   United States,   1/7/2009 12:36,   2/1/2009 08:20,   -118.59722,   34.20111,   91303, 1440000
01/09/2009 19:41,   Product1,   1200,   Mastercard,   Tarah,   San Jose,   United States,   1/5/2009 18:02,   2/1/2009 09:18,   -121.89389,   37.33944,   95113, 1440000
01/23/2009 21:41,   Product1,   1200,   Visa,   Joanne,   Oak Park,   United States,   12/26/08 11:00,   2/1/2009 09:51,   -83.18278,   42.45944,   48237, 1440000
01/06/2009 16:07,   Product1,   1200,   Visa,   Margaret,   Terrell Hills,   United States,   12/21/08 12:21,   2/1/2009 10:06,   -98.49333,   29.42389,   78205, 1440000
01/28/2009 20:44,   Product1,   1200,   Visa,   Whitney,   Falmouth,   United States,   1/28/2009 19:36,   2/1/2009 11:33,   -77.46861,   38.32389,   22405, 1440000
01/19/2009 08:52,   Product1,   1200,   Visa,   Pam,   Richmond,   United States,   1/6/2009 15:24,   2/1/2009 11:53,   -95.76056,   29.58194,   77469, 1440000
01/30/2009 19:12,   Product1,   1200,   Diners,   Heather,   Ooltewah,   United States,   1/30/2009 18:54,   2/1/2009 13:51,   -85.06222,   35.075,   37363, 1440000
01/05/2009 12:41,   Product1,   1200,   Mastercard,   Kathryn,   Pacific Beach,   United States,   1/5/2009 11:50,   2/1/2009 14:28,   -117.23944,   32.79778,   92109, 1440000
01/28/2009 20:59,   Product1,   1200,   Visa,   Michele,   Austin,   United States,   1/28/2009 09:40,   2/1/2009 15:00,   -97.74278,   30.26694,   78701, 1440000
01/10/2009 21:36,   Product1,   1200,   Visa,   Craig,   Seattle,   United States,   8/10/08 16:47,   2/1/2009 15:27,   -122.33083,   47.60639,   98104, 1440000
01/25/2009 19:59,   Product1,   1200,   Visa,   Kim,   Seattle,   United States,   8/13/08 18:27,   2/1/2009 16:04,   -122.33083,   47.60639,   98104, 1440000
01/21/2009 09:07,   Product1,   1200,   Visa,   Elaine,   Vienna,   United States,   4/2/08 9:59,   2/1/2009 21:07,   -77.26556,   38.90111,   22180, 1440000
01/27/2009 08:11,   Product1,   1200,   Visa,   Helena,   Fremont,   United States,   1/27/2009 08:05,   2/2/2009 06:08,   -121.9875,   37.54833,   94538, 1440000
01/15/2009 09:52,   Product1,   1200,   Amex,   Mark,   Holmdel,   United States,   1/15/2009 08:36,   2/2/2009 07:00,   -74.18444,   40.345,   07733, 1440000
01/13/2009 11:54,   Product1,   1200,   Visa,   alice and rudolf,   Baltimore,   United States,   1/8/2009 11:11,   2/2/2009 08:01,   -76.53167,   39.2725,   21224, 1440000
01/16/2009 11:49,   Product1,   1200,   Mastercard,   Yoko,   Andover,   United States,   2/18/08 18:56,   2/2/2009 08:53,   -71.1375,   42.65833,   01810, 1440000
01/01/2009 09:35,   Product1,   1200,   Mastercard,   Barbara,   La Crescenta,   United States,   12/31/08 17:51,   2/2/2009 10:27,   -118.23917,   34.22417,   91214, 1440000
01/13/2009 05:58,   Product1,   1200,   Mastercard,   Kit,   Suwanee,   United States,   1/5/2009 21:12,   2/2/2009 13:13,   -84.07139,   34.05139,   30024, 1440000
01/06/2009 16:08,   Product2,   3600,   Visa,   cristina,   Seattle,   United States,   3/14/05 16:39,   2/2/2009 14:17,   -122.33083,   47.60639,   98104, 12960000
01/05/2009 10:25,   Product1,   1200,   Amex,   linda,   Arlington,   United States,   10/11/08 3:50,   2/2/2009 16:13,   -77.08444,   38.89028,   22201, 1440000
01/12/2009 20:43,   Product1,   1200,   Visa,   Alicja,   Kenmore,   United States,   1/12/2009 20:31,   2/2/2009 20:26,   -122.24278,   47.7575,   98028, 1440000
01/17/2009 03:22,   Product1,   1200,   Visa,   Rachel,   Fresno,   United States,   2/1/08 12:45,   2/2/2009 20:35,   -119.77139,   36.74778,   93702, 1440000
01/18/2009 11:17,   Product1,   1200,   Amex,   Rachel,   Atascadero,   United States,   3/11/08 13:35,   2/2/2009 22:49,   -120.66972,   35.48944,   93422, 1440000
01/11/2009 06:01,   Product1,   1200,   Mastercard,   Anna,   New York,   United States,   1/1/2009 10:24,   2/3/2009 04:25,   -74.00639,   40.71417,   10007, 1440000
01/19/2009 14:53,   Product1,   1200,   Mastercard,   Laura,   Fairfield,   United States,   12/12/08 5:18,   2/3/2009 05:40,   -91.9625,   41.00861,   52556, 1440000
01/15/2009 08:12,   Product1,   1200,   Visa,   Katherine,   Marietta,   United States,   1/13/2009 10:03,   2/3/2009 07:44,   -84.55,   33.9525,   30060, 1440000
01/12/2009 08:05,   Product1,   1200,   Amex,   Francoise,   Danville,   United States,   1/12/2009 06:44,   2/3/2009 08:01,   -76.61306,   40.96333,   17821, 1440000
01/25/2009 08:54,   Product1,   1200,   Amex,   Corinne,   Anthem,   United States,   3/26/06 17:32,   2/3/2009 09:50,   -112.14611,   33.86722,   85086, 1440000
01/05/2009 19:29,   Product1,   1200,   Visa,   Carmen,   Arlington,   United States,   4/29/08 16:09,   2/3/2009 10:23,   -77.08444,   38.89028,   22201, 1440000
01/07/2009 19:06,   Product2,   3600,   Amex,   Brittany,   Orlando,   United States,   8/10/04 3:30,   2/3/2009 11:32,   -81.37944,   28.53806,   32801, 12960000
01/23/2009 11:33,   Product1,   1200,   Mastercard,   Sandrine,   Walnut Creek,   United States,   1/22/2009 23:31,   2/3/2009 11:49,   -122.06389,   37.90639,   94596, 1440000
01/03/2009 21:11,   Product1,   1200,   Mastercard,   asuncion,   Centennial,   United States,   12/3/08 13:00,   2/3/2009 11:50,   -104.87639,   39.57917,   80112, 1440000
01/11/2009 17:28,   Product1,   1200,   Visa,   Sophie,   Newtown,   United States,   1/11/2009 11:50,   2/3/2009 12:21,   -73.30389,   41.41389,   06470, 1440000
01/29/2009 10:38,   Product1,   1200,   Visa,   samuel,   Saddle Brook,   United States,   1/29/2009 09:08,   2/3/2009 14:39,   -74.09306,   40.89889,   07663, 1440000
01/08/2009 14:04,   Product1,   1200,   Amex,   AngelinaPatrick,   San Diego,   United States,   1/7/2009 17:01,   2/3/2009 14:57,   -117.15639,   32.71528,   92101, 1440000
01/31/2009 21:50,   Product1,   1200,   Visa,   Sven,   Issaquah,   United States,   1/31/2009 21:01,   2/3/2009 16:30,   -122.03139,   47.53028,   98027, 1440000
01/30/2009 13:13,   Product1,   1200,   Visa,   Patrick,   Lexington,   United States,   1/30/2009 12:44,   2/3/2009 17:14,   -71.225,   42.44722,   02420, 1440000
01/27/2009 16:50,   Product1,   1200,   Visa,   jason,   Altadena,   United States,   12/28/08 14:42,   2/3/2009 18:09,   -118.13028,   34.18972,   91001, 1440000
01/30/2009 07:42,   Product1,   250,   Visa,   Tabatha,   Altadena,   United States,   12/28/08 14:42,   2/3/2009 18:09,   -118.13028,   34.18972,   91001, 62500
01/17/2009 15:48,   Product2,   3600,   Visa,   Aline,   Davis,   United States,   1/8/05 14:03,   2/3/2009 19:14,   -121.73944,   38.545,   95616, 12960000
01/30/2009 20:27,   Product1,   1200,   Mastercard,   Natasha,   Pasadena,   United States,   1/30/2009 20:02,   2/3/2009 23:39,   -118.14361,   34.14778,   91101, 1440000
01/27/2009 18:35,   Product1,   1200,   Mastercard,   Melinda,   Buffalo Grove,   United States,   1/27/2009 18:28,   2/3/2009 23:42,   -89.595,   41.98111,   61064, 1440000
01/21/2009 05:39,   Product1,   1200,   Amex,   Britlyn,   Norwalk,   United States,   11/4/08 9:51,   2/4/2009 04:31,   -73.40833,   41.1175,   06851, 1440000
01/20/2009 08:23,   Product1,   1200,   Mastercard,   Sarah,   Floyds Knobs,   United States,   10/12/05 17:17,   2/4/2009 08:16,   -85.87361,   38.32444,   47119, 1440000
01/11/2009 04:55,   Product1,   1200,   Amex,   Caroline,   Marietta,   United States,   4/12/06 18:20,   2/4/2009 09:22,   -84.55,   33.9525,   30060, 1440000
01/23/2009 07:47,   Product1,   1800,   Amex,   Karena,   Marietta,   United States,   4/12/06 18:20,   2/4/2009 09:22,   -84.55,   33.9525,   30060, 3240000
01/21/2009 23:19,   Product1,   1200,   Amex,   janet,   Hon,   United States,   9/4/08 16:51,   2/4/2009 11:11,   -157.85833,   21.30694,   96813, 1440000
01/11/2009 04:29,   Product3,   7500,   Visa,   Hans,   Knoxville,   United States,   8/28/08 6:20,   2/4/2009 12:17,   -83.92083,   35.96056,   37902, 56250000
01/11/2009 04:39,   Product1,   1200,   Visa,   SandraThierryZoe,   Knoxville,   United States,   8/28/08 6:20,   2/4/2009 12:17,   -83.92083,   35.96056,   37902, 1440000
01/17/2009 15:00,   Product1,   1200,   Visa,   Cara,   Humble,   United States,   3/12/07 14:55,   2/4/2009 13:29,   -95.26194,   29.99861,   77338, 1440000
01/04/2009 14:06,   Product1,   1200,   Visa,   carolien,   Mashpee,   United States,   1/4/2009 12:21,   2/4/2009 13:45,   -70.48167,   41.64833,   02649, 1440000
01/20/2009 05:01,   Product1,   1200,   Visa,   Patrick,   Birmingham,   United States,   1/18/2009 17:36,   2/4/2009 16:45,   -83.21139,   42.54667,   48009, 1440000
01/26/2009 14:37,   Product1,   1200,   Visa,   Heidi,   St Augustine,   United States,   12/19/07 12:00,   2/4/2009 16:55,   -81.31472,   29.89444,   32084, 1440000
01/29/2009 13:27,   Product1,   1200,   Visa,   Tom,   Salt Lake City,   United States,   1/28/2009 14:47,   2/4/2009 20:07,   -111.89028,   40.76083,   84111, 1440000
01/12/2009 10:33,   Product1,   1200,   Amex,   Justine,   Seattle,   United States,   1/7/2009 16:45,   2/4/2009 20:57,   -122.33083,   47.60639,   98104, 1440000
01/25/2009 16:11,   Product3,   7500,   Visa,   scott,   Rogers,   United States,   1/25/2009 15:55,   2/5/2009 00:20,   -94.11833,   36.33194,   72756, 56250000
01/25/2009 20:44,   Product1,   1200,   Visa,   Fatima,   Rogers,   United States,   1/25/2009 15:55,   2/5/2009 00:20,   -94.11833,   36.33194,   72756, 1440000
01/02/2009 15:57,   Product1,   1200,   Diners,   Sonja,   Alpine,   United States,   1/2/2009 15:25,   2/5/2009 10:18,   -73.93167,   40.95583,   07620, 1440000
01/27/2009 11:21,   Product1,   1200,   Mastercard,   Cleo,   Pacific Palisades,   United States,   1/27/2009 10:38,   2/5/2009 12:38,   -118.52556,   34.04806,   90272, 1440000
01/22/2009 09:00,   Product1,   1200,   Visa,   Claire,   Trumansburg,   United States,   7/6/08 14:33,   2/5/2009 16:33,   -76.66639,   42.54222,   14886, 1440000
01/25/2009 12:59,   Product1,   1200,   Visa,   Lindsey,   Kennett Square,   United States,   1/13/2009 20:08,   2/5/2009 18:40,   -75.71194,   39.84667,   19348, 1440000
01/10/2009 19:28,   Product2,   3600,   Visa,   Nicola,   San Jose,   United States,   8/5/05 0:29,   2/5/2009 21:10,   -121.89389,   37.33944,   95113, 12960000
01/08/2009 12:04,   Product1,   1200,   Visa,   jennifer,   Morro Bay,   United States,   12/1/03 19:13,   2/5/2009 22:11,   -120.84889,   35.36583,   93442, 1440000
01/03/2009 14:14,   Product1,   1200,   Visa,   sherry,   Las Vegas,   United States,   1/3/2009 13:49,   2/6/2009 05:29,   -115.13639,   36.175,   89101, 1440000
01/22/2009 12:37,   Product2,   3600,   Amex,   Laura,   San Anselmo,   United States,   1/22/2009 10:17,   2/6/2009 06:38,   -122.56056,   37.97472,   94960, 12960000
01/06/2009 09:45,   Product1,   1200,   Diners,   Matt,   N Woodmere,   United States,   12/30/08 13:01,   2/6/2009 07:33,   -73.70889,   40.66417,   11580, 1440000
01/12/2009 07:23,   Product1,   1200,   Visa,   Stephanie,   Fairfax,   United States,   1/11/2009 14:42,   2/6/2009 16:13,   -122.58778,   37.98722,   94930, 1440000
01/30/2009 04:48,   Product1,   1200,   Visa,   Hurst,   Chandler,   United States,   6/18/08 14:29,   2/6/2009 17:21,   -111.84056,   33.30611,   85225, 1440000
01/22/2009 16:29,   Product1,   1200,   Visa,   Liza,   Dammeron Valley,   United States,   1/17/2009 15:18,   2/6/2009 18:14,   -113.6492,   37.1306,   84765, 1440000
01/27/2009 06:26,   Product1,   1200,   Mastercard,   Michele,   Buffalo,   United States,   1/25/2009 11:56,   2/6/2009 18:24,   -78.87861,   42.88639,   14202, 1440000
01/15/2009 10:16,   Product3,   7500,   Visa,   Karin,   Olive Branch,   United States,   1/12/2009 17:41,   2/6/2009 18:48,   -89.82944,   34.96167,   38654, 56250000
01/19/2009 18:54,   Product1,   1200,   Amex,   cath,   Warwick,   United States,   1/19/2009 11:34,   2/6/2009 19:27,   -74.36028,   41.25639,   10990, 1440000
01/01/2009 18:32,   Product1,   1200,   Amex,   Andrea,   San Mateo,   United States,   12/31/08 17:09,   2/6/2009 21:59,   -122.32444,   37.56306,   94401, 1440000
01/24/2009 18:02,   Product1,   1200,   Visa,   Helen,   Aloma,   United States,   11/29/05 17:33,   2/7/2009 06:03,   -81.30667,   28.60056,   32792, 1440000
01/07/2009 08:26,   Product1,   1200,   Diners,   C,   Chandler,   United States,   1/6/2009 16:23,   2/7/2009 06:05,   -111.84056,   33.30611,   85225, 1440000
01/25/2009 16:17,   Product1,   1200,   Amex,   Mareike,   Cumming,   United States,   1/24/2009 18:06,   2/7/2009 11:28,   -84.14028,   34.20722,   30040, 1440000
01/15/2009 10:37,   Product1,   1200,   Visa,   lamia,   Little Compton,   United States,   6/28/08 11:04,   2/7/2009 12:00,   -71.17167,   41.51,   02837, 1440000
01/20/2009 15:28,   Product1,   1200,   Visa,   Madhu,   Centennial,   United States,   12/2/06 23:24,   2/7/2009 15:18,   -104.87639,   39.57917,   80112, 1440000
01/28/2009 18:00,   Product1,   13000,   Visa,   sandhya,   Centennial,   United States,   12/2/06 23:24,   2/7/2009 15:18,   -104.87639,   39.57917,   80112, 169000000
01/29/2009 05:06,   Product1,   1200,   Amex,   Kimberly,   Herndon,   United States,   1/23/08 10:05,   2/7/2009 15:23,   -77.38639,   38.96944,   20170, 1440000
01/06/2009 18:53,   Product1,   1200,   Visa,   Tania,   Vista,   United States,   1/5/2009 22:37,   2/7/2009 15:48,   -117.24167,   33.2,   92084, 1440000
01/21/2009 06:55,   Product1,   1200,   Visa,   andrea,   Oostburg,   United States,   1/20/2009 13:33,   2/7/2009 16:48,   -87.79444,   43.62278,   53070, 1440000
01/25/2009 17:58,   Product2,   3600,   Visa,   carol,   Ann Arbor,   United States,   7/5/08 9:20,   2/7/2009 18:51,   -83.72639,   42.27083,   48104, 12960000
01/09/2009 14:37,   Product1,   1200,   Visa,   Nona,   South Jordan,   United States,   1/8/2009 15:14,   2/7/2009 19:11,   -111.92889,   40.56222,   84095, 1440000
01/26/2009 20:47,   Product1,   1200,   Mastercard,   Alicia,   Lincoln,   United States,   6/24/08 8:05,   2/8/2009 07:29,   -96.66667,   40.8,   68510, 1440000
01/18/2009 12:57,   Product1,   1200,   Mastercard,   sandra,   Burr Oak,   United States,   1/24/08 16:11,   2/8/2009 15:30,   -91.86528,   43.45889,   52101, 1440000
01/24/2009 21:26,   Product1,   1200,   Visa,   Olivia,   Wheaton,   United States,   5/8/08 16:02,   2/8/2009 16:00,   -88.10694,   41.86611,   60187, 1440000
01/26/2009 12:26,   Product2,   3600,   Mastercard,   Tom,   Killeen,   United States,   1/26/2009 05:23,   2/8/2009 17:33,   -97.7275,   31.11694,   76541, 12960000
01/05/2009 07:37,   Product1,   1200,   Visa,   Annette,   Manhattan,   United States,   9/26/08 4:29,   2/8/2009 18:42,   -74.00639,   40.71417,   10007, 1440000
01/18/2009 09:42,   Product1,   1200,   Visa,   Richard,   Jamestown,   United States,   1/18/2009 09:22,   2/9/2009 08:30,   -71.36778,   41.49694,   02835, 1440000
01/09/2009 11:14,   Product1,   1200,   Visa,   Jasinta Jeanne,   Owings Mills,   United States,   1/9/2009 10:43,   2/9/2009 09:17,   -76.78056,   39.41944,   21117, 1440000
01/07/2009 07:28,   Product1,   1200,   Amex,   Cherish,   Anchorage,   United States,   7/28/08 7:31,   2/9/2009 10:50,   -149.90028,   61.21806,   99501, 1440000
01/30/2009 12:18,   Product1,   1200,   Mastercard,   Abikay,   Fullerton,   United States,   1/26/2009 13:34,   2/9/2009 12:53,   -117.92444,   33.87028,   92832, 1440000
01/06/2009 05:42,   Product1,   1200,   Amex,   Abikay,   Atlanta,   United States,   10/27/08 14:16,   2/9/2009 13:50,   -84.38806,   33.74889,   30334, 1440000
01/19/2009 09:34,   Product1,   1200,   Amex,   amanda,   Las Vegas,   United States,   5/10/08 8:56,   2/9/2009 16:44,   -115.13639,   36.175,   89101, 1440000
01/09/2009 07:49,   Product1,   1200,   Visa,   Stacy,   Rochester Hills,   United States,   7/28/08 7:18,   2/9/2009 17:41,   -83.13389,   42.68056,   48307, 1440000
01/14/2009 13:23,   Product1,   1200,   Diners,   eugenia,   Wisconsin Rapids,   United States,   11/15/08 13:57,   2/9/2009 18:44,   -89.81722,   44.38361,   54494, 1440000
01/07/2009 20:01,   Product1,   1200,   Visa,   Karen,   Austin,   United States,   1/6/2009 19:16,   2/9/2009 19:56,   -97.74278,   30.26694,   78701, 1440000
01/20/2009 12:32,   Product1,   1200,   Visa,   Bea,   Chicago,   United States,   1/16/2009 19:08,   2/9/2009 20:42,   -87.65,   41.85,   60608, 1440000
01/06/2009 14:35,   Product1,   1200,   Diners,   Hilde Karin,   Las Vegas,   United States,   12/17/08 11:59,   2/9/2009 22:59,   -115.13639,   36.175,   89101, 1440000
01/05/2009 10:02,   Product2,   3600,   Visa,   Emillie,   Eagan,   United States,   1/5/2009 09:03,   2/10/2009 07:29,   -93.16667,   44.80417,   55123, 12960000
